id|year|title|genres|original_language|productions_companies|overview|tagline|budget|revenue
41513|2011|The Smurfs|Animation, Family, Adventure, Comedy, Fantasy|en|Sony Pictures Animation|When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.|Smurf Happens.|110000000.0|563749323.0
59965|2011|Abduction|Thriller, Action, Mystery|en|Lionsgate|A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.|They stole his life. He's taking it back.|35000000.0|82087155.0
55779|2011|Final Destination 5|Horror, Mystery|en|Parallel Zide|In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.|We all share a common destination.|47000000.0|157887643.0
46195|2011|Rio|Animation, Adventure, Comedy, Family|en|Blue Sky Studios|Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.|1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.|90000000.0|484635760.0
59440|2011|Warrior|Drama, Action|en|Lionsgate|The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.|Family is Worth Fighting For|25000000.0|23057115.0
23047|2011|Season of the Witch|Adventure, Fantasy, Action|en|Atlas Entertainment|A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.|Not all souls can be saved.|40000000.0|91627228.0
71469|2011|The Darkest Hour|Horror, Action, Thriller, Science Fiction|en|Regency Enterprises|In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.|Survive The Holidays|30000000.0|64626786.0
49022|2011|Something Borrowed|Comedy, Drama, Romance|en|Wild Ocean Films|Though Rachel is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy. Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan, Rachel's confidant, harbors a potentially explosive secret of his own.|It's a thin line between love and friendship.|35000000.0|65090821.0
41446|2011|Scream 4|Horror, Mystery|en|Dimension Films|Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.|New Decade. New Rules.|40000000.0|97138686.0
74465|2011|We Bought a Zoo|Drama, Comedy, Family|en|Dune Entertainment|Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.|A True Zoo Story|50000000.0|120081841.0
50544|2011|Friends with Benefits|Romance, Comedy|en|Castle Rock Entertainment|Dylan and Jamie think it's going to be easy to add the simple act of sex to their friendship, despite what Hollywood romantic comedies would have them believe. They soon discover however that getting physical really does always lead to complications.||35000000.0|150483765.0
40805|2011|The Green Hornet|Action, Crime, Comedy|en|Original Film|Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).|Breaking the Law to Protect It.|120000000.0|227817248.0
88794|2011|J. Edgar|Drama, Crime, History|en|Imagine Entertainment|As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life.|The most powerful man in the world|35000000.0|84606030.0
59861|2011|Larry Crowne|Comedy, Romance, Drama|en|Universal Pictures|When he suddenly finds himself without his long-standing blue-collar job, Larry Crowne enrolls at his local college to start over. There, he becomes part of an eclectic community of students and develops a crush on his teacher.|Rediscover life and love|30000000.0|36160375.0
